CHARGES FROM 10.1021/acs.chemmater.8b01955 PAPER
0.11,C,
-0.4,O,
0.14,C,
0.14,C,
-0.4,O,
0.14,C,
0.14,C,
-0.4,O,
0.14,C,
0.14,C,
-0.4,O,
0.14,C,
0.14,C,
-0.4,O,
0.14,C,
0.14,C,
-0.4,O,
0.11,C,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
0.03,H,
